id_venta,fecha,id_tienda,producto,categoria,precio_unitario,cantidad,descuento_pct,canal_venta,calificacion_cliente,nombre_tienda,region,total_venta
236,2025-01-20,102,Teclado,Accesorios,89339.0,1,0.0,Tienda física,4,Medellín Poblado,Andina,89339.0
237,2025-02-28,103,Teclado,Accesorios,81817.0,2,0.05,Online,4,Cali Norte,Pacífico,155453.0
238,2025-02-05,101,Mouse,Accesorios,43110.0,3,0.05,Tienda física,4,Bogotá Centro,Andina,122864.0
239,2025-01-19,103,Laptop,Cómputo,3041366.0,3,0.1,Online,5,Cali Norte,Pacífico,8211687.0
240,2025-03-31,102,Monitor,Cómputo,635937.0,1,0.0,Tienda física,5,Medellín Poblado,Andina,635937.0
241,2025-03-08,101,Laptop,Cómputo,2826152.0,2,0.0,Tienda física,5,Bogotá Centro,Andina,5652305.0
242,2025-01-19,102,Teclado,Accesorios,90576.0,2,0.0,Online,2,Medellín Poblado,Andina,181153.0
243,2025-01-20,102,Audífonos,Accesorios,122170.0,2,0.0,Tienda física,3,Medellín Poblado,Andina,244341.0
244,2025-03-12,101,Audífonos,Accesorios,109472.0,1,0.0,Tienda física,4,Bogotá Centro,Andina,109472.0
245,2025-02-21,101,Mouse,Accesorios,43760.0,2,0.0,Tienda física,3,Bogotá Centro,Andina,87519.0
246,2025-02-02,101,Audífonos,Accesorios,125355.0,3,0.0,Online,5,Bogotá Centro,Andina,376065.0
247,2025-02-09,104,Laptop,Cómputo,2632314.0,1,0.0,Tienda física,3,Barranquilla Mall,Caribe,2632314.0
248,2025-02-08,101,Laptop,Cómputo,2634004.0,3,0.2,Online,4,Bogotá Centro,Andina,6321609.0
249,2025-03-23,101,Teclado,Accesorios,81182.0,2,0.0,Tienda física,4,Bogotá Centro,Andina,162363.0
250,2025-01-01,101,Mouse,Accesorios,44437.0,1,0.2,Online,4,Bogotá Centro,Andina,35550.0
251,2025-01-11,101,Mouse,Accesorios,48445.0,1,0.0,Tienda física,3,Bogotá Centro,Andina,48445.0
252,2025-02-26,103,Teclado,Accesorios,81934.0,1,0.0,Online,4,Cali Norte,Pacífico,81934.0
253,2025-03-30,104,Mouse,Accesorios,42220.0,1,0.2,Tienda física,4,Barranquilla Mall,Caribe,33776.0
254,2025-02-19,102,Mouse,Accesorios,43291.0,3,0.2,Online,5,Medellín Poblado,Andina,103898.0
255,2025-01-23,101,Teclado,Accesorios,94171.0,1,0.2,Tienda física,2,Bogotá Centro,Andina,75337.0
256,2025-01-31,103,Monitor,Cómputo,668283.0,3,0.05,Tienda física,5,Cali Norte,Pacífico,1904605.0
257,2025-02-11,103,Teclado,Accesorios,88487.0,3,0.0,Tienda física,5,Cali Norte,Pacífico,265461.0
258,2025-01-07,103,Mouse,Accesorios,47332.0,1,0.0,Tienda física,4,Cali Norte,Pacífico,47332.0
259,2025-01-16,102,Mouse,Accesorios,45987.0,3,0.0,Tienda física,5,Medellín Poblado,Andina,137960.0
260,2025-03-31,101,Mouse,Accesorios,48564.0,4,0.05,Online,2,Bogotá Centro,Andina,184545.0
261,2025-03-01,104,Laptop,Cómputo,2978095.0,2,0.0,Online,5,Barranquilla Mall,Caribe,5956190.0
262,2025-01-02,104,Monitor,Cómputo,617866.0,2,0.0,Tienda física,4,Barranquilla Mall,Caribe,1235732.0
263,2025-01-01,103,Mouse,Accesorios,42943.0,4,0.2,Online,4,Cali Norte,Pacífico,137417.0
264,2025-02-17,102,Mouse,Accesorios,41628.0,2,0.0,Tienda física,4,Medellín Poblado,Andina,83256.0
265,2025-01-12,102,Monitor,Cómputo,628805.0,1,0.0,Tienda física,2,Medellín Poblado,Andina,628805.0
266,2025-03-10,102,Teclado,Accesorios,98992.0,3,0.0,Online,5,Medellín Poblado,Andina,296975.0
267,2025-02-06,104,Teclado,Accesorios,88304.0,2,0.0,Online,2,Barranquilla Mall,Caribe,176607.0
268,2025-02-01,103,Mouse,Accesorios,42484.0,2,0.05,Online,5,Cali Norte,Pacífico,80720.0
269,2025-01-09,101,Mouse,Accesorios,47362.0,1,0.0,Tienda física,4,Bogotá Centro,Andina,47362.0
270,2025-01-19,104,Mouse,Accesorios,45382.0,2,0.0,Online,5,Barranquilla Mall,Caribe,90764.0
271,2025-02-17,103,Mouse,Accesorios,41846.0,1,0.1,Tienda física,3,Cali Norte,Pacífico,37662.0
272,2025-03-21,103,Monitor,Cómputo,634490.0,3,0.0,Tienda física,4,Cali Norte,Pacífico,1903469.0
273,2025-01-03,101,Audífonos,Accesorios,117947.0,1,0.05,Tienda física,4,Bogotá Centro,Andina,112050.0
274,2025-01-20,101,Monitor,Cómputo,682998.0,1,0.2,Online,5,Bogotá Centro,Andina,546398.0
275,2025-01-24,101,Monitor,Cómputo,587687.0,1,0.05,Online,2,Bogotá Centro,Andina,558303.0
276,2025-02-23,102,Mouse,Accesorios,42921.0,1,0.2,Online,3,Medellín Poblado,Andina,34337.0
277,2025-02-02,101,Monitor,Cómputo,652288.0,2,0.05,Tienda física,3,Bogotá Centro,Andina,1239346.0
278,2025-01-24,103,Mouse,Accesorios,42920.0,3,0.0,Tienda física,5,Cali Norte,Pacífico,128759.0
279,2025-03-16,101,Teclado,Accesorios,92312.0,3,0.2,Tienda física,3,Bogotá Centro,Andina,221548.0
280,2025-03-13,103,Teclado,Accesorios,89674.0,1,0.0,Tienda física,4,Cali Norte,Pacífico,89674.0
281,2025-02-05,104,Mouse,Accesorios,43755.0,1,0.2,Tienda física,3,Barranquilla Mall,Caribe,35004.0
282,2025-02-07,102,Mouse,Accesorios,49043.0,3,0.0,Online,5,Medellín Poblado,Andina,147129.0
283,2025-03-25,104,Audífonos,Accesorios,123172.0,3,0.0,Tienda física,5,Barranquilla Mall,Caribe,369515.0
284,2025-03-30,104,Mouse,Accesorios,41669.0,1,0.0,Tienda física,4,Barranquilla Mall,Caribe,41669.0
285,2025-01-25,103,Laptop,Cómputo,2833651.0,1,0.05,Tienda física,4,Cali Norte,Pacífico,2691969.0
286,2025-01-18,104,Mouse,Accesorios,47527.0,1,0.0,Tienda física,3,Barranquilla Mall,Caribe,47527.0
287,2025-03-23,103,Monitor,Cómputo,677104.0,3,0.05,Tienda física,2,Cali Norte,Pacífico,1929745.0
288,2025-03-07,101,Teclado,Accesorios,84098.0,2,0.1,Online,4,Bogotá Centro,Andina,151376.0
289,2025-02-23,101,Monitor,Cómputo,711415.0,1,0.05,Tienda física,5,Bogotá Centro,Andina,675844.0
290,2025-02-04,103,Mouse,Accesorios,44539.0,1,0.05,Online,4,Cali Norte,Pacífico,42312.0
291,2025-03-21,101,Teclado,Accesorios,83862.0,3,0.0,Tienda física,5,Bogotá Centro,Andina,251587.0
292,2025-03-02,102,Mouse,Accesorios,42122.0,1,0.2,Tienda física,4,Medellín Poblado,Andina,33697.0
293,2025-02-10,104,Audífonos,Accesorios,110358.0,1,0.1,Tienda física,5,Barranquilla Mall,Caribe,99322.0
294,2025-02-02,102,Teclado,Accesorios,95463.0,2,0.05,Online,4,Medellín Poblado,Andina,181380.0
295,2025-03-09,104,Mouse,Accesorios,41598.0,1,0.05,Online,4,Barranquilla Mall,Caribe,39518.0
296,2025-02-02,101,Laptop,Cómputo,2590070.0,1,0.1,Tienda física,4,Bogotá Centro,Andina,2331063.0
297,2025-01-14,102,Laptop,Cómputo,2996264.0,3,0.1,Tienda física,4,Medellín Poblado,Andina,8089913.0
298,2025-01-21,101,Mouse,Accesorios,43601.0,3,0.0,Tienda física,4,Bogotá Centro,Andina,130804.0
299,2025-02-17,104,Mouse,Accesorios,40778.0,3,0.0,Tienda física,5,Barranquilla Mall,Caribe,122333.0
300,2025-01-20,103,Teclado,Accesorios,81934.0,3,0.1,Online,5,Cali Norte,Pacífico,221222.0
301,2025-01-08,103,Teclado,Accesorios,83559.0,2,0.1,Tienda física,4,Cali Norte,Pacífico,150406.0
302,2025-01-07,102,Mouse,Accesorios,42421.0,3,0.0,Tienda física,2,Medellín Poblado,Andina,127262.0
303,2025-03-08,101,Laptop,Cómputo,2892482.0,1,0.2,Tienda física,4,Bogotá Centro,Andina,2313985.0
304,2025-01-17,101,Laptop,Cómputo,2608103.0,2,0.1,Tienda física,4,Bogotá Centro,Andina,4694585.0
305,2025-02-02,102,Audífonos,Accesorios,110853.0,4,0.0,Tienda física,3,Medellín Poblado,Andina,443412.0
306,2025-02-17,103,Mouse,Accesorios,47382.0,1,0.2,Tienda física,5,Cali Norte,Pacífico,37906.0
307,2025-03-17,104,Monitor,Cómputo,672237.0,1,0.2,Online,5,Barranquilla Mall,Caribe,537790.0
308,2025-02-28,102,Audífonos,Accesorios,118448.0,1,0.05,Online,5,Medellín Poblado,Andina,112525.0
309,2025-03-27,104,Teclado,Accesorios,90888.0,1,0.05,Tienda física,3,Barranquilla Mall,Caribe,86343.0
310,2025-01-22,103,Audífonos,Accesorios,115488.0,1,0.05,Online,5,Cali Norte,Pacífico,109713.0
311,2025-01-30,101,Mouse,Accesorios,44843.0,3,0.05,Tienda física,5,Bogotá Centro,Andina,127801.0
312,2025-02-07,103,Audífonos,Accesorios,120160.0,4,0.0,Tienda física,4,Cali Norte,Pacífico,480641.0
313,2025-02-20,102,Laptop,Cómputo,2736853.0,1,0.1,Tienda física,4,Medellín Poblado,Andina,2463168.0
314,2025-02-23,101,Laptop,Cómputo,3027680.0,1,0.05,Tienda física,5,Bogotá Centro,Andina,2876296.0
315,2025-01-08,102,Monitor,Cómputo,587088.0,1,0.0,Tienda física,4,Medellín Poblado,Andina,587088.0
316,2025-01-27,102,Audífonos,Accesorios,126772.0,3,0.05,Tienda física,4,Medellín Poblado,Andina,361301.0
317,2025-01-27,103,Audífonos,Accesorios,110985.0,1,0.1,Tienda física,4,Cali Norte,Pacífico,99887.0
318,2025-01-21,102,Laptop,Cómputo,2966627.0,1,0.05,Online,4,Medellín Poblado,Andina,2818295.0
319,2025-01-30,103,Mouse,Accesorios,46043.0,1,0.0,Tienda física,3,Cali Norte,Pacífico,46043.0
320,2025-01-28,101,Audífonos,Accesorios,128239.0,1,0.0,Tienda física,5,Bogotá Centro,Andina,128239.0
321,2025-03-05,103,Mouse,Accesorios,41378.0,1,0.0,Tienda física,5,Cali Norte,Pacífico,41378.0
322,2025-03-10,101,Monitor,Cómputo,657667.0,3,0.1,Tienda física,4,Bogotá Centro,Andina,1775702.0
323,2025-03-02,103,Audífonos,Accesorios,120026.0,2,0.0,Tienda física,2,Cali Norte,Pacífico,240052.0
324,2025-02-17,104,Teclado,Accesorios,93711.0,2,0.0,Online,4,Barranquilla Mall,Caribe,187423.0
325,2025-01-19,104,Mouse,Accesorios,45309.0,1,0.0,Tienda física,3,Barranquilla Mall,Caribe,45309.0
326,2025-01-04,102,Teclado,Accesorios,90733.0,2,0.1,Tienda física,2,Medellín Poblado,Andina,163320.0
327,2025-02-04,103,Mouse,Accesorios,44366.0,2,0.1,Tienda física,4,Cali Norte,Pacífico,79859.0
328,2025-03-05,103,Audífonos,Accesorios,115412.0,1,0.0,Tienda física,4,Cali Norte,Pacífico,115412.0
329,2025-02-18,101,Teclado,Accesorios,89681.0,2,0.0,Tienda física,4,Bogotá Centro,Andina,179362.0
330,2025-01-17,102,Audífonos,Accesorios,110844.0,1,0.0,Tienda física,2,Medellín Poblado,Andina,110844.0
331,2025-02-13,103,Laptop,Cómputo,3058447.0,3,0.2,Tienda física,4,Cali Norte,Pacífico,7340274.0
332,2025-01-30,102,Audífonos,Accesorios,125146.0,1,0.0,Tienda física,3,Medellín Poblado,Andina,125146.0
333,2025-02-15,104,Mouse,Accesorios,49072.0,4,0.05,Tienda física,5,Barranquilla Mall,Caribe,186474.0
334,2025-01-06,103,Laptop,Cómputo,2646967.0,1,0.0,Online,4,Cali Norte,Pacífico,2646967.0
335,2025-02-06,103,Laptop,Cómputo,3012431.0,2,0.1,Tienda física,5,Cali Norte,Pacífico,5422376.0
336,2025-01-24,102,Monitor,Cómputo,690143.0,2,0.0,Online,4,Medellín Poblado,Andina,1380285.0
337,2025-02-15,103,Monitor,Cómputo,673030.0,2,0.05,Online,2,Cali Norte,Pacífico,1278757.0
338,2025-02-22,102,Audífonos,Accesorios,123001.0,1,0.0,Tienda física,5,Medellín Poblado,Andina,123001.0
339,2025-03-01,103,Laptop,Cómputo,2697268.0,1,0.2,Tienda física,4,Cali Norte,Pacífico,2157814.0
340,2025-03-04,101,Laptop,Cómputo,2977190.0,2,0.1,Tienda física,4,Bogotá Centro,Andina,5358942.0
341,2025-03-26,102,Teclado,Accesorios,90027.0,1,0.2,Online,4,Medellín Poblado,Andina,72022.0
342,2025-02-01,103,Mouse,Accesorios,41138.0,1,0.1,Tienda física,1,Cali Norte,Pacífico,37024.0
343,2025-03-28,104,Teclado,Accesorios,86632.0,2,0.0,Online,5,Barranquilla Mall,Caribe,173263.0
344,2025-02-02,103,Audífonos,Accesorios,130447.0,1,0.0,Online,4,Cali Norte,Pacífico,130447.0
345,2025-03-08,104,Audífonos,Accesorios,128416.0,1,0.0,Online,4,Barranquilla Mall,Caribe,128416.0
346,2025-01-18,104,Audífonos,Accesorios,131566.0,1,0.1,Tienda física,2,Barranquilla Mall,Caribe,118409.0
347,2025-01-25,101,Monitor,Cómputo,666639.0,1,0.0,Tienda física,3,Bogotá Centro,Andina,666639.0
348,2025-02-23,102,Mouse,Accesorios,42728.0,2,0.0,Online,5,Medellín Poblado,Andina,85455.0
349,2025-02-27,103,Mouse,Accesorios,41965.0,2,0.2,Tienda física,5,Cali Norte,Pacífico,67145.0
350,2025-03-08,101,Teclado,Accesorios,84364.0,3,0.05,Tienda física,3,Bogotá Centro,Andina,240439.0
351,2025-02-15,103,Audífonos,Accesorios,108475.0,4,0.1,Online,2,Cali Norte,Pacífico,390510.0
352,2025-01-24,104,Laptop,Cómputo,2738782.0,1,0.2,Tienda física,5,Barranquilla Mall,Caribe,2191026.0
353,2025-02-01,102,Mouse,Accesorios,42223.0,1,0.0,Online,4,Medellín Poblado,Andina,42223.0
354,2025-02-16,103,Laptop,Cómputo,2750527.0,1,0.0,Online,4,Cali Norte,Pacífico,2750527.0
355,2025-03-27,103,Teclado,Accesorios,97830.0,1,0.05,Tienda física,4,Cali Norte,Pacífico,92938.0
356,2025-01-23,104,Audífonos,Accesorios,118333.0,4,0.0,Online,3,Barranquilla Mall,Caribe,473332.0
357,2025-03-07,103,Monitor,Cómputo,699138.0,1,0.0,Tienda física,5,Cali Norte,Pacífico,699138.0
358,2025-01-27,103,Mouse,Accesorios,45950.0,1,0.1,Tienda física,5,Cali Norte,Pacífico,41355.0
359,2025-01-02,104,Audífonos,Accesorios,113931.0,1,0.2,Tienda física,3,Barranquilla Mall,Caribe,91145.0
360,2025-03-31,101,Monitor,Cómputo,631261.0,2,0.0,Tienda física,4,Bogotá Centro,Andina,1262522.0
361,2025-01-17,104,Laptop,Cómputo,2566995.0,2,0.2,Tienda física,4,Barranquilla Mall,Caribe,4107192.0
362,2025-02-02,101,Mouse,Accesorios,43501.0,1,0.1,Tienda física,4,Bogotá Centro,Andina,39151.0
363,2025-01-09,102,Mouse,Accesorios,46598.0,4,0.0,Tienda física,4,Medellín Poblado,Andina,186391.0
364,2025-02-12,101,Laptop,Cómputo,2560382.0,1,0.0,Tienda física,5,Bogotá Centro,Andina,2560382.0
365,2025-02-17,101,Audífonos,Accesorios,112930.0,1,0.05,Online,4,Bogotá Centro,Andina,107283.0
366,2025-02-08,102,Teclado,Accesorios,87866.0,3,0.0,Online,4,Medellín Poblado,Andina,263598.0
367,2025-02-11,101,Audífonos,Accesorios,131569.0,1,0.05,Tienda física,4,Bogotá Centro,Andina,124991.0
368,2025-01-26,104,Mouse,Accesorios,47564.0,3,0.0,Tienda física,3,Barranquilla Mall,Caribe,142691.0
369,2025-02-19,101,Laptop,Cómputo,2930753.0,4,0.2,Tienda física,2,Bogotá Centro,Andina,9378408.0
370,2025-01-25,102,Teclado,Accesorios,83091.0,2,0.0,Tienda física,5,Medellín Poblado,Andina,166183.0
371,2025-01-24,104,Laptop,Cómputo,2957358.0,2,0.0,Online,3,Barranquilla Mall,Caribe,5914715.0
372,2025-01-13,102,Teclado,Accesorios,95135.0,1,0.0,Online,5,Medellín Poblado,Andina,95135.0
373,2025-03-01,102,Audífonos,Accesorios,122426.0,4,0.0,Tienda física,4,Medellín Poblado,Andina,489706.0
374,2025-01-07,103,Teclado,Accesorios,98827.0,1,0.1,Tienda física,4,Cali Norte,Pacífico,88944.0
375,2025-02-26,103,Teclado,Accesorios,86855.0,2,0.05,Tienda física,4,Cali Norte,Pacífico,165024.0
376,2025-02-05,102,Mouse,Accesorios,48971.0,3,0.2,Tienda física,4,Medellín Poblado,Andina,117531.0
377,2025-02-14,102,Laptop,Cómputo,3032249.0,4,0.05,Tienda física,3,Medellín Poblado,Andina,11522548.0
378,2025-01-20,102,Laptop,Cómputo,2526429.0,3,0.05,Online,4,Medellín Poblado,Andina,7200323.0
379,2025-03-06,103,Teclado,Accesorios,89102.0,1,0.2,Online,5,Cali Norte,Pacífico,71282.0
380,2025-01-08,103,Laptop,Cómputo,3067178.0,4,0.2,Tienda física,5,Cali Norte,Pacífico,9814971.0
381,2025-01-16,101,Mouse,Accesorios,41428.0,2,0.0,Tienda física,4,Bogotá Centro,Andina,82856.0
382,2025-01-14,101,Teclado,Accesorios,90860.0,4,0.05,Online,4,Bogotá Centro,Andina,345268.0
383,2025-03-17,102,Mouse,Accesorios,49311.0,2,0.1,Tienda física,3,Medellín Poblado,Andina,88759.0
384,2025-03-28,104,Mouse,Accesorios,45499.0,1,0.1,Tienda física,3,Barranquilla Mall,Caribe,40950.0
385,2025-01-15,104,Mouse,Accesorios,42208.0,1,0.0,Tienda física,1,Barranquilla Mall,Caribe,42208.0
386,2025-03-07,103,Audífonos,Accesorios,121972.0,2,0.2,Online,5,Cali Norte,Pacífico,195156.0
387,2025-02-01,103,Monitor,Cómputo,611577.0,2,0.0,Tienda física,3,Cali Norte,Pacífico,1223155.0
388,2025-03-28,103,Teclado,Accesorios,90355.0,1,0.1,Online,3,Cali Norte,Pacífico,81319.0
389,2025-03-04,102,Laptop,Cómputo,2561464.0,2,0.0,Online,4,Medellín Poblado,Andina,5122927.0
390,2025-03-27,104,Audífonos,Accesorios,122532.0,1,0.0,Online,3,Barranquilla Mall,Caribe,122532.0
391,2025-02-20,101,Monitor,Cómputo,652183.0,3,0.0,Online,4,Bogotá Centro,Andina,1956548.0
392,2025-01-25,102,Mouse,Accesorios,47161.0,1,0.1,Tienda física,2,Medellín Poblado,Andina,42445.0
393,2025-02-27,101,Audífonos,Accesorios,123137.0,1,0.0,Tienda física,3,Bogotá Centro,Andina,123137.0
394,2025-03-04,101,Mouse,Accesorios,45446.0,1,0.0,Online,4,Bogotá Centro,Andina,45446.0
395,2025-03-03,102,Teclado,Accesorios,93416.0,1,0.1,Online,4,Medellín Poblado,Andina,84074.0
396,2025-01-22,101,Teclado,Accesorios,83591.0,1,0.0,Tienda física,5,Bogotá Centro,Andina,83591.0
397,2025-02-27,104,Mouse,Accesorios,45858.0,1,0.0,Tienda física,4,Barranquilla Mall,Caribe,45858.0
398,2025-02-27,101,Audífonos,Accesorios,112131.0,1,0.0,Online,4,Bogotá Centro,Andina,112131.0
399,2025-03-27,104,Monitor,Cómputo,705318.0,4,0.0,Online,5,Barranquilla Mall,Caribe,2821272.0
400,2025-02-18,104,Teclado,Accesorios,82230.0,3,0.1,Tienda física,3,Barranquilla Mall,Caribe,222021.0
401,2025-02-21,104,Mouse,Accesorios,44373.0,1,0.2,Tienda física,4,Barranquilla Mall,Caribe,35499.0
402,2025-02-11,103,Laptop,Cómputo,2909647.0,4,0.1,Tienda física,4,Cali Norte,Pacífico,10474728.0
403,2025-03-11,101,Mouse,Accesorios,44622.0,1,0.05,Tienda física,4,Bogotá Centro,Andina,42391.0
404,2025-01-15,102,Monitor,Cómputo,596972.0,2,0.05,Tienda física,4,Medellín Poblado,Andina,1134248.0
405,2025-02-23,102,Mouse,Accesorios,45480.0,2,0.05,Tienda física,5,Medellín Poblado,Andina,86413.0
406,2025-03-01,101,Teclado,Accesorios,92549.0,1,0.1,Tienda física,5,Bogotá Centro,Andina,83294.0
407,2025-01-08,103,Monitor,Cómputo,676493.0,1,0.0,Tienda física,4,Cali Norte,Pacífico,676493.0
408,2025-02-22,103,Laptop,Cómputo,2729025.0,1,0.1,Online,4,Cali Norte,Pacífico,2456123.0
409,2025-03-01,104,Monitor,Cómputo,658276.0,1,0.2,Online,3,Barranquilla Mall,Caribe,526621.0
410,2025-01-05,101,Laptop,Cómputo,2772384.0,2,0.0,Tienda física,4,Bogotá Centro,Andina,5544769.0
411,2025-03-09,101,Audífonos,Accesorios,124129.0,1,0.1,Tienda física,4,Bogotá Centro,Andina,111716.0
412,2025-01-06,102,Teclado,Accesorios,91504.0,1,0.1,Online,4,Medellín Poblado,Andina,82354.0
413,2025-02-16,101,Mouse,Accesorios,45232.0,1,0.0,Tienda física,5,Bogotá Centro,Andina,45232.0
414,2025-02-24,103,Mouse,Accesorios,42746.0,1,0.0,Online,4,Cali Norte,Pacífico,42746.0
415,2025-02-09,101,Mouse,Accesorios,40518.0,1,0.0,Online,4,Bogotá Centro,Andina,40518.0
416,2025-02-21,102,Monitor,Cómputo,607631.0,1,0.1,Tienda física,4,Medellín Poblado,Andina,546868.0
417,2025-01-16,104,Monitor,Cómputo,600219.0,3,0.0,Online,5,Barranquilla Mall,Caribe,1800656.0
418,2025-01-13,102,Teclado,Accesorios,89084.0,1,0.0,Tienda física,5,Medellín Poblado,Andina,89084.0
419,2025-01-30,102,Laptop,Cómputo,2862865.0,1,0.0,Tienda física,4,Medellín Poblado,Andina,2862865.0
420,2025-01-19,104,Mouse,Accesorios,42418.0,2,0.2,Tienda física,4,Barranquilla Mall,Caribe,67868.0
421,2025-01-17,102,Laptop,Cómputo,3045872.0,1,0.0,Tienda física,5,Medellín Poblado,Andina,3045872.0
422,2025-03-04,102,Teclado,Accesorios,81120.0,2,0.0,Online,2,Medellín Poblado,Andina,162241.0
423,2025-01-19,101,Audífonos,Accesorios,126535.0,2,0.0,Tienda física,5,Bogotá Centro,Andina,253070.0
424,2025-02-27,101,Mouse,Accesorios,46127.0,1,0.05,Tienda física,4,Bogotá Centro,Andina,43821.0
425,2025-02-24,104,Mouse,Accesorios,43862.0,1,0.0,Tienda física,4,Barranquilla Mall,Caribe,43862.0
426,2025-03-31,101,Teclado,Accesorios,81909.0,1,0.0,Online,4,Bogotá Centro,Andina,81909.0
427,2025-03-31,101,Audífonos,Accesorios,123060.0,1,0.0,Tienda física,5,Bogotá Centro,Andina,123060.0
428,2025-03-03,102,Monitor,Cómputo,635130.0,1,0.0,Tienda física,1,Medellín Poblado,Andina,635130.0
429,2025-01-23,103,Audífonos,Accesorios,130470.0,1,0.2,Online,5,Cali Norte,Pacífico,104376.0
430,2025-01-09,101,Mouse,Accesorios,45378.0,1,0.05,Tienda física,4,Bogotá Centro,Andina,43109.0
431,2025-01-12,103,Mouse,Accesorios,48957.0,1,0.0,Online,4,Cali Norte,Pacífico,48957.0
432,2025-01-01,101,Audífonos,Accesorios,113292.0,2,0.0,Tienda física,3,Bogotá Centro,Andina,226583.0
433,2025-02-27,101,Monitor,Cómputo,679344.0,2,0.1,Online,4,Bogotá Centro,Andina,1222820.0
434,2025-01-01,104,Mouse,Accesorios,46055.0,1,0.0,Online,4,Barranquilla Mall,Caribe,46055.0
435,2025-02-03,104,Monitor,Cómputo,681123.0,1,0.1,Tienda física,4,Barranquilla Mall,Caribe,613011.0
436,2025-02-17,104,Audífonos,Accesorios,113152.0,3,0.2,Tienda física,5,Barranquilla Mall,Caribe,271565.0
437,2025-03-30,103,Teclado,Accesorios,92970.0,2,0.0,Online,4,Cali Norte,Pacífico,185940.0
438,2025-01-01,102,Monitor,Cómputo,649745.0,3,0.0,Tienda física,5,Medellín Poblado,Andina,1949236.0
439,2025-01-16,101,Mouse,Accesorios,47185.0,1,0.05,Online,4,Bogotá Centro,Andina,44826.0
440,2025-03-02,101,Teclado,Accesorios,86887.0,2,0.1,Tienda física,5,Bogotá Centro,Andina,156396.0
441,2025-03-05,101,Teclado,Accesorios,97021.0,1,0.05,Tienda física,3,Bogotá Centro,Andina,92170.0
442,2025-03-04,103,Audífonos,Accesorios,110023.0,1,0.2,Tienda física,4,Cali Norte,Pacífico,88019.0
443,2025-03-10,104,Audífonos,Accesorios,127373.0,1,0.0,Online,4,Barranquilla Mall,Caribe,127373.0
444,2025-01-22,102,Audífonos,Accesorios,128672.0,1,0.1,Tienda física,4,Medellín Poblado,Andina,115805.0
445,2025-03-08,103,Laptop,Cómputo,2977661.0,1,0.2,Online,5,Cali Norte,Pacífico,2382129.0
446,2025-03-17,104,Monitor,Cómputo,651654.0,1,0.05,Online,2,Barranquilla Mall,Caribe,619072.0
447,2025-01-26,103,Monitor,Cómputo,641990.0,2,0.05,Tienda física,2,Cali Norte,Pacífico,1219781.0
448,2025-01-16,102,Monitor,Cómputo,714514.0,3,0.1,Tienda física,5,Medellín Poblado,Andina,1929188.0
449,2025-02-20,104,Monitor,Cómputo,614792.0,1,0.0,Online,3,Barranquilla Mall,Caribe,614792.0
450,2025-03-27,103,Audífonos,Accesorios,121125.0,1,0.05,Tienda física,5,Cali Norte,Pacífico,115069.0
451,2025-02-26,102,Teclado,Accesorios,93072.0,1,0.0,Online,4,Medellín Poblado,Andina,93072.0
452,2025-01-29,101,Teclado,Accesorios,93616.0,2,0.2,Tienda física,5,Bogotá Centro,Andina,149785.0
453,2025-03-19,102,Laptop,Cómputo,2634254.0,1,0.1,Tienda física,3,Medellín Poblado,Andina,2370828.0
454,2025-03-10,101,Mouse,Accesorios,46386.0,4,0.0,Online,3,Bogotá Centro,Andina,185544.0
455,2025-02-16,103,Teclado,Accesorios,95731.0,1,0.0,Tienda física,4,Cali Norte,Pacífico,95731.0
456,2025-03-03,104,Monitor,Cómputo,591502.0,1,0.0,Tienda física,5,Barranquilla Mall,Caribe,591502.0
457,2025-03-10,104,Mouse,Accesorios,48704.0,2,0.0,Tienda física,4,Barranquilla Mall,Caribe,97407.0
458,2025-03-17,103,Laptop,Cómputo,2536522.0,26,0.05,Tienda física,4,Cali Norte,Pacífico,62652100.0
459,2025-01-16,104,Monitor,Cómputo,631276.0,1,0.0,Tienda física,4,Barranquilla Mall,Caribe,631276.0
460,2025-03-31,104,Laptop,Cómputo,2528855.0,26,0.0,Online,5,Barranquilla Mall,Caribe,65750240.0
461,2025-03-31,101,Mouse,Accesorios,41194.0,4,0.2,Tienda física,5,Bogotá Centro,Andina,131822.0
462,2025-02-17,103,Laptop,Cómputo,3030254.0,1,0.0,Tienda física,5,Cali Norte,Pacífico,3030254.0
463,2025-03-26,102,Mouse,Accesorios,43694.0,3,0.0,Online,1,Medellín Poblado,Andina,131081.0
464,2025-02-08,101,Mouse,Accesorios,44323.0,1,0.0,Tienda física,3,Bogotá Centro,Andina,44323.0
465,2025-02-02,103,Mouse,Accesorios,42438.0,2,0.0,Tienda física,4,Cali Norte,Pacífico,84876.0
466,2025-01-23,101,Mouse,Accesorios,45874.0,2,0.05,Online,5,Bogotá Centro,Andina,87160.0
467,2025-01-10,102,Audífonos,Accesorios,122275.0,1,0.0,Online,4,Medellín Poblado,Andina,122275.0
468,2025-03-10,102,Teclado,Accesorios,87700.0,3,0.05,Tienda física,3,Medellín Poblado,Andina,249944.0
469,2025-02-03,103,Monitor,Cómputo,628295.0,1,0.05,Tienda física,5,Cali Norte,Pacífico,596880.0
470,2025-02-21,102,Laptop,Cómputo,3015580.0,1,0.1,Tienda física,2,Medellín Poblado,Andina,2714022.0
471,2025-01-10,101,Mouse,Accesorios,43950.0,2,0.0,Tienda física,4,Bogotá Centro,Andina,87899.0
